planner,seed,ablation,metric,trace_hash,events,pairs,rejected_actions,roc_auc,precision,recall,f1,precision_at_k,adjusted_rand,nmi,within_mean,between_mean,separation
NaiveUniform,51,without_synchrony,Route,2057498b1a6e502edd8da3cea92c92997616bdefda92be7a811b57ce443abd61,6000,4950,0,0.77777778,0.18367347,1.00000000,0.31034483,0.18444444,0.18518519,0.54866200,1.00000000,0.44444444,0.55555556
NaiveUniform,51,without_synchrony,BalanceRank,2057498b1a6e502edd8da3cea92c92997616bdefda92be7a811b57ce443abd61,6000,4950,0,0.90891556,0.19266055,0.93333333,0.31939163,0.63333333,0.00041905,0.09455928,0.86203792,0.45279621,0.40924172
NaiveUniform,51,without_funding,composite,2057498b1a6e502edd8da3cea92c92997616bdefda92be7a811b57ce443abd61,6000,4950,0,1.00000000,0.42857143,1.00000000,0.60000000,1.00000000,0.54166667,0.82234155,,,
NaiveUniform,51,without_funding,Timing,2057498b1a6e502edd8da3cea92c92997616bdefda92be7a811b57ce443abd61,6000,4950,0,0.68666667,0.09090909,1.00000000,0.16666667,0.11777778,0.00000000,0.00000000,1.00000000,0.92710213,0.07289787
NaiveUniform,51,without_funding,Amount,2057498b1a6e502edd8da3cea92c92997616bdefda92be7a811b57ce443abd61,6000,4950,0,1.00000000,0.11111111,1.00000000,0.20000000,1.00000000,0.04347826,0.37574159,1.00000000,0.67000000,0.33000000
NaiveUniform,51,without_funding,Sequence,2057498b1a6e502edd8da3cea92c92997616bdefda92be7a811b57ce443abd61,6000,4950,0,0.91111111,0.36000000,1.00000000,0.52941176,0.34888889,0.45679012,0.77026959,1.00000000,0.17777778,0.82222222
NaiveUniform,51,without_funding,Destination,2057498b1a6e502edd8da3cea92c92997616bdefda92be7a811b57ce443abd61,6000,4950,0,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,1.00000000
NaiveUniform,51,without_funding,Synchrony,2057498b1a6e502edd8da3cea92c92997616bdefda92be7a811b57ce443abd61,6000,4950,0,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,1.00000000
NaiveUniform,51,without_funding,Funding,2057498b1a6e502edd8da3cea92c92997616bdefda92be7a811b57ce443abd61,6000,4950,0,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,1.00000000
NaiveUniform,51,without_funding,Route,2057498b1a6e502edd8da3cea92c92997616bdefda92be7a811b57ce443abd61,6000,4950,0,0.77777778,0.18367347,1.00000000,0.31034483,0.18444444,0.18518519,0.54866200,1.00000000,0.44444444,0.55555556
NaiveUniform,51,without_funding,BalanceRank,2057498b1a6e502edd8da3cea92c92997616bdefda92be7a811b57ce443abd61,6000,4950,0,0.90891556,0.19266055,0.93333333,0.31939163,0.63333333,0.00041905,0.09455928,0.86203792,0.45279621,0.40924172
NaiveUniform,71,none,composite,d2fd465de9909f966858999b22d715d6bc9f2e3066d5d0e26907f1914f0293e4,6000,4950,0,1.00000000,0.70312500,1.00000000,0.82568807,1.00000000,0.71794872,0.90519722,,,
NaiveUniform,71,none,Timing,d2fd465de9909f966858999b22d715d6bc9f2e3066d5d0e26907f1914f0293e4,6000,4950,0,0.68666667,0.09090909,1.00000000,0.16666667,0.11777778,0.00000000,0.00000000,1.00000000,0.92710213,0.07289787
NaiveUniform,71,none,Amount,d2fd465de9909f966858999b22d715d6bc9f2e3066d5d0e26907f1914f0293e4,6000,4950,0,1.00000000,0.11111111,1.00000000,0.20000000,1.00000000,0.04347826,0.37574159,1.00000000,0.67000000,0.33000000
NaiveUniform,71,none,Sequence,d2fd465de9909f966858999b22d715d6bc9f2e3066d5d0e26907f1914f0293e4,6000,4950,0,0.91111111,0.36000000,1.00000000,0.52941176,0.34888889,0.45679012,0.77026959,1.00000000,0.17777778,0.82222222
NaiveUniform,71,none,Destination,d2fd465de9909f966858999b22d715d6bc9f2e3066d5d0e26907f1914f0293e4,6000,4950,0,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,1.00000000
NaiveUniform,71,none,Synchrony,d2fd465de9909f966858999b22d715d6bc9f2e3066d5d0e26907f1914f0293e4,6000,4950,0,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,1.00000000
NaiveUniform,71,none,Funding,d2fd465de9909f966858999b22d715d6bc9f2e3066d5d0e26907f1914f0293e4,6000,4950,0,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,1.00000000
NaiveUniform,71,none,Route,d2fd465de9909f966858999b22d715d6bc9f2e3066d5d0e26907f1914f0293e4,6000,4950,0,0.77777778,0.18367347,1.00000000,0.31034483,0.18444444,0.18518519,0.54866200,1.00000000,0.44444444,0.55555556
NaiveUniform,71,none,BalanceRank,d2fd465de9909f966858999b22d715d6bc9f2e3066d5d0e26907f1914f0293e4,6000,4950,0,0.90891556,0.19266055,0.93333333,0.31939163,0.63333333,0.00041905,0.09455928,0.86203792,0.45279621,0.40924172
NaiveUniform,71,without_timing,composite,d2fd465de9909f966858999b22d715d6bc9f2e3066d5d0e26907f1914f0293e4,6000,4950,0,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,,,
NaiveUniform,71,without_timing,Timing,d2fd465de9909f966858999b22d715d6bc9f2e3066d5d0e26907f1914f0293e4,6000,4950,0,0.68666667,0.09090909,1.00000000,0.16666667,0.11777778,0.00000000,0.00000000,1.00000000,0.92710213,0.07289787
NaiveUniform,71,without_timing,Amount,d2fd465de9909f966858999b22d715d6bc9f2e3066d5d0e26907f1914f0293e4,6000,4950,0,1.00000000,0.11111111,1.00000000,0.20000000,1.00000000,0.04347826,0.37574159,1.00000000,0.67000000,0.33000000
NaiveUniform,71,without_timing,Sequence,d2fd465de9909f966858999b22d715d6bc9f2e3066d5d0e26907f1914f0293e4,6000,4950,0,0.91111111,0.36000000,1.00000000,0.52941176,0.34888889,0.45679012,0.77026959,1.00000000,0.17777778,0.82222222
NaiveUniform,71,without_timing,Destination,d2fd465de9909f966858999b22d715d6bc9f2e3066d5d0e26907f1914f0293e4,6000,4950,0,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,1.00000000
NaiveUniform,71,without_timing,Synchrony,d2fd465de9909f966858999b22d715d6bc9f2e3066d5d0e26907f1914f0293e4,6000,4950,0,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,1.00000000
NaiveUniform,71,without_timing,Funding,d2fd465de9909f966858999b22d715d6bc9f2e3066d5d0e26907f1914f0293e4,6000,4950,0,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,1.00000000
NaiveUniform,71,without_timing,Route,d2fd465de9909f966858999b22d715d6bc9f2e3066d5d0e26907f1914f0293e4,6000,4950,0,0.77777778,0.18367347,1.00000000,0.31034483,0.18444444,0.18518519,0.54866200,1.00000000,0.44444444,0.55555556
NaiveUniform,71,without_timing,BalanceRank,d2fd465de9909f966858999b22d715d6bc9f2e3066d5d0e26907f1914f0293e4,6000,4950,0,0.90891556,0.19266055,0.93333333,0.31939163,0.63333333,0.00041905,0.09455928,0.86203792,0.45279621,0.40924172
NaiveUniform,71,without_amount,composite,d2fd465de9909f966858999b22d715d6bc9f2e3066d5d0e26907f1914f0293e4,6000,4950,0,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,,,
NaiveUniform,71,without_amount,Timing,d2fd465de9909f966858999b22d715d6bc9f2e3066d5d0e26907f1914f0293e4,6000,4950,0,0.68666667,0.09090909,1.00000000,0.16666667,0.11777778,0.00000000,0.00000000,1.00000000,0.92710213,0.07289787
NaiveUniform,71,without_amount,Amount,d2fd465de9909f966858999b22d715d6bc9f2e3066d5d0e26907f1914f0293e4,6000,4950,0,1.00000000,0.11111111,1.00000000,0.20000000,1.00000000,0.04347826,0.37574159,1.00000000,0.67000000,0.33000000
NaiveUniform,71,without_amount,Sequence,d2fd465de9909f966858999b22d715d6bc9f2e3066d5d0e26907f1914f0293e4,6000,4950,0,0.91111111,0.36000000,1.00000000,0.52941176,0.34888889,0.45679012,0.77026959,1.00000000,0.17777778,0.82222222
NaiveUniform,71,without_amount,Destination,d2fd465de9909f966858999b22d715d6bc9f2e3066d5d0e26907f1914f0293e4,6000,4950,0,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,1.00000000
NaiveUniform,71,without_amount,Synchrony,d2fd465de9909f966858999b22d715d6bc9f2e3066d5d0e26907f1914f0293e4,6000,4950,0,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,1.00000000
NaiveUniform,71,without_amount,Funding,d2fd465de9909f966858999b22d715d6bc9f2e3066d5d0e26907f1914f0293e4,6000,4950,0,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,1.00000000
NaiveUniform,71,without_amount,Route,d2fd465de9909f966858999b22d715d6bc9f2e3066d5d0e26907f1914f0293e4,6000,4950,0,0.77777778,0.18367347,1.00000000,0.31034483,0.18444444,0.18518519,0.54866200,1.00000000,0.44444444,0.55555556
NaiveUniform,71,without_amount,BalanceRank,d2fd465de9909f966858999b22d715d6bc9f2e3066d5d0e26907f1914f0293e4,6000,4950,0,0.90891556,0.19266055,0.93333333,0.31939163,0.63333333,0.00041905,0.09455928,0.86203792,0.45279621,0.40924172
NaiveUniform,71,without_sequence,composite,d2fd465de9909f966858999b22d715d6bc9f2e3066d5d0e26907f1914f0293e4,6000,4950,0,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,,,
NaiveUniform,71,without_sequence,Timing,d2fd465de9909f966858999b22d715d6bc9f2e3066d5d0e26907f1914f0293e4,6000,4950,0,0.68666667,0.09090909,1.00000000,0.16666667,0.11777778,0.00000000,0.00000000,1.00000000,0.92710213,0.07289787
NaiveUniform,71,without_sequence,Amount,d2fd465de9909f966858999b22d715d6bc9f2e3066d5d0e26907f1914f0293e4,6000,4950,0,1.00000000,0.11111111,1.00000000,0.20000000,1.00000000,0.04347826,0.37574159,1.00000000,0.67000000,0.33000000
NaiveUniform,71,without_sequence,Sequence,d2fd465de9909f966858999b22d715d6bc9f2e3066d5d0e26907f1914f0293e4,6000,4950,0,0.91111111,0.36000000,1.00000000,0.52941176,0.34888889,0.45679012,0.77026959,1.00000000,0.17777778,0.82222222
NaiveUniform,71,without_sequence,Destination,d2fd465de9909f966858999b22d715d6bc9f2e3066d5d0e26907f1914f0293e4,6000,4950,0,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,1.00000000
NaiveUniform,71,without_sequence,Synchrony,d2fd465de9909f966858999b22d715d6bc9f2e3066d5d0e26907f1914f0293e4,6000,4950,0,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,1.00000000
NaiveUniform,71,without_sequence,Funding,d2fd465de9909f966858999b22d715d6bc9f2e3066d5d0e26907f1914f0293e4,6000,4950,0,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,1.00000000
NaiveUniform,71,without_sequence,Route,d2fd465de9909f966858999b22d715d6bc9f2e3066d5d0e26907f1914f0293e4,6000,4950,0,0.77777778,0.18367347,1.00000000,0.31034483,0.18444444,0.18518519,0.54866200,1.00000000,0.44444444,0.55555556
NaiveUniform,71,without_sequence,BalanceRank,d2fd465de9909f966858999b22d715d6bc9f2e3066d5d0e26907f1914f0293e4,6000,4950,0,0.90891556,0.19266055,0.93333333,0.31939163,0.63333333,0.00041905,0.09455928,0.86203792,0.45279621,0.40924172
NaiveUniform,71,without_synchrony,composite,d2fd465de9909f966858999b22d715d6bc9f2e3066d5d0e26907f1914f0293e4,6000,4950,0,1.00000000,0.42857143,1.00000000,0.60000000,1.00000000,0.54166667,0.82234155,,,
NaiveUniform,71,without_synchrony,Timing,d2fd465de9909f966858999b22d715d6bc9f2e3066d5d0e26907f1914f0293e4,6000,4950,0,0.68666667,0.09090909,1.00000000,0.16666667,0.11777778,0.00000000,0.00000000,1.00000000,0.92710213,0.07289787
NaiveUniform,71,without_synchrony,Amount,d2fd465de9909f966858999b22d715d6bc9f2e3066d5d0e26907f1914f0293e4,6000,4950,0,1.00000000,0.11111111,1.00000000,0.20000000,1.00000000,0.04347826,0.37574159,1.00000000,0.67000000,0.33000000
NaiveUniform,71,without_synchrony,Sequence,d2fd465de9909f966858999b22d715d6bc9f2e3066d5d0e26907f1914f0293e4,6000,4950,0,0.91111111,0.36000000,1.00000000,0.52941176,0.34888889,0.45679012,0.77026959,1.00000000,0.17777778,0.82222222
NaiveUniform,71,without_synchrony,Destination,d2fd465de9909f966858999b22d715d6bc9f2e3066d5d0e26907f1914f0293e4,6000,4950,0,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,1.00000000
NaiveUniform,71,without_synchrony,Synchrony,d2fd465de9909f966858999b22d715d6bc9f2e3066d5d0e26907f1914f0293e4,6000,4950,0,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,1.00000000
NaiveUniform,71,without_synchrony,Funding,d2fd465de9909f966858999b22d715d6bc9f2e3066d5d0e26907f1914f0293e4,6000,4950,0,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,1.00000000
NaiveUniform,71,without_synchrony,Route,d2fd465de9909f966858999b22d715d6bc9f2e3066d5d0e26907f1914f0293e4,6000,4950,0,0.77777778,0.18367347,1.00000000,0.31034483,0.18444444,0.18518519,0.54866200,1.00000000,0.44444444,0.55555556
NaiveUniform,71,without_synchrony,BalanceRank,d2fd465de9909f966858999b22d715d6bc9f2e3066d5d0e26907f1914f0293e4,6000,4950,0,0.90891556,0.19266055,0.93333333,0.31939163,0.63333333,0.00041905,0.09455928,0.86203792,0.45279621,0.40924172
NaiveUniform,71,without_funding,composite,d2fd465de9909f966858999b22d715d6bc9f2e3066d5d0e26907f1914f0293e4,6000,4950,0,1.00000000,0.42857143,1.00000000,0.60000000,1.00000000,0.54166667,0.82234155,,,
NaiveUniform,71,without_funding,Timing,d2fd465de9909f966858999b22d715d6bc9f2e3066d5d0e26907f1914f0293e4,6000,4950,0,0.68666667,0.09090909,1.00000000,0.16666667,0.11777778,0.00000000,0.00000000,1.00000000,0.92710213,0.07289787
NaiveUniform,71,without_funding,Amount,d2fd465de9909f966858999b22d715d6bc9f2e3066d5d0e26907f1914f0293e4,6000,4950,0,1.00000000,0.11111111,1.00000000,0.20000000,1.00000000,0.04347826,0.37574159,1.00000000,0.67000000,0.33000000
NaiveUniform,71,without_funding,Sequence,d2fd465de9909f966858999b22d715d6bc9f2e3066d5d0e26907f1914f0293e4,6000,4950,0,0.91111111,0.36000000,1.00000000,0.52941176,0.34888889,0.45679012,0.77026959,1.00000000,0.17777778,0.82222222
NaiveUniform,71,without_funding,Destination,d2fd465de9909f966858999b22d715d6bc9f2e3066d5d0e26907f1914f0293e4,6000,4950,0,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,1.00000000
NaiveUniform,71,without_funding,Synchrony,d2fd465de9909f966858999b22d715d6bc9f2e3066d5d0e26907f1914f0293e4,6000,4950,0,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,1.00000000
NaiveUniform,71,without_funding,Funding,d2fd465de9909f966858999b22d715d6bc9f2e3066d5d0e26907f1914f0293e4,6000,4950,0,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,1.00000000
NaiveUniform,71,without_funding,Route,d2fd465de9909f966858999b22d715d6bc9f2e3066d5d0e26907f1914f0293e4,6000,4950,0,0.77777778,0.18367347,1.00000000,0.31034483,0.18444444,0.18518519,0.54866200,1.00000000,0.44444444,0.55555556
NaiveUniform,71,without_funding,BalanceRank,d2fd465de9909f966858999b22d715d6bc9f2e3066d5d0e26907f1914f0293e4,6000,4950,0,0.90891556,0.19266055,0.93333333,0.31939163,0.63333333,0.00041905,0.09455928,0.86203792,0.45279621,0.40924172
IndependentWeighted,11,none,composite,bba06bcaf278bb02559ea97f487337d5dfdd77acae6741b8f24ff6ad48764687,6000,4950,0,1.00000000,0.10696458,1.00000000,0.19325746,1.00000000,0.00000000,0.00000000,,,
IndependentWeighted,11,none,Timing,bba06bcaf278bb02559ea97f487337d5dfdd77acae6741b8f24ff6ad48764687,6000,4950,0,0.49876049,0.09090909,1.00000000,0.16666667,0.09111111,0.00000000,0.00000000,0.80326593,0.80403741,-0.00077148
IndependentWeighted,11,none,Amount,bba06bcaf278bb02559ea97f487337d5dfdd77acae6741b8f24ff6ad48764687,6000,4950,0,0.48917235,0.09090909,1.00000000,0.16666667,0.09777778,0.00000000,0.00000000,0.75526898,0.75609747,-0.00082848
IndependentWeighted,11,none,Sequence,bba06bcaf278bb02559ea97f487337d5dfdd77acae6741b8f24ff6ad48764687,6000,4950,0,0.49756025,0.09090909,1.00000000,0.16666667,0.07333333,0.00000000,0.00000000,0.87960823,0.87938940,0.00021883
IndependentWeighted,11,none,Destination,bba06bcaf278bb02559ea97f487337d5dfdd77acae6741b8f24ff6ad48764687,6000,4950,0,0.48701802,0.09098278,0.99777778,0.16675952,0.09777778,0.00000000,0.00000000,0.73797646,0.74054891,-0.00257246
IndependentWeighted,11,none,Synchrony,bba06bcaf278bb02559ea97f487337d5dfdd77acae6741b8f24ff6ad48764687,6000,4950,0,0.50116840,0.00000000,0.00000000,0.00000000,0.11111111,0.00000000,0.70710678,0.00429630,0.00419630,0.00010000
IndependentWeighted,11,none,Funding,bba06bcaf278bb02559ea97f487337d5dfdd77acae6741b8f24ff6ad48764687,6000,4950,0,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,1.00000000
IndependentWeighted,11,none,Route,bba06bcaf278bb02559ea97f487337d5dfdd77acae6741b8f24ff6ad48764687,6000,4950,0,0.50000000,0.09090909,1.00000000,0.16666667,0.08666667,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000
IndependentWeighted,11,none,BalanceRank,bba06bcaf278bb02559ea97f487337d5dfdd77acae6741b8f24ff6ad48764687,6000,4950,0,0.90891556,0.19266055,0.93333333,0.31939163,0.63333333,0.00041905,0.09455928,0.86203792,0.45279621,0.40924172
IndependentWeighted,11,without_timing,composite,bba06bcaf278bb02559ea97f487337d5dfdd77acae6741b8f24ff6ad48764687,6000,4950,0,1.00000000,0.43562439,1.00000000,0.60687795,1.00000000,0.00000000,0.00000000,,,
IndependentWeighted,11,without_timing,Timing,bba06bcaf278bb02559ea97f487337d5dfdd77acae6741b8f24ff6ad48764687,6000,4950,0,0.49876049,0.09090909,1.00000000,0.16666667,0.09111111,0.00000000,0.00000000,0.80326593,0.80403741,-0.00077148
IndependentWeighted,11,without_timing,Amount,bba06bcaf278bb02559ea97f487337d5dfdd77acae6741b8f24ff6ad48764687,6000,4950,0,0.48917235,0.09090909,1.00000000,0.16666667,0.09777778,0.00000000,0.00000000,0.75526898,0.75609747,-0.00082848
IndependentWeighted,11,without_timing,Sequence,bba06bcaf278bb02559ea97f487337d5dfdd77acae6741b8f24ff6ad48764687,6000,4950,0,0.49756025,0.09090909,1.00000000,0.16666667,0.07333333,0.00000000,0.00000000,0.87960823,0.87938940,0.00021883
IndependentWeighted,11,without_timing,Destination,bba06bcaf278bb02559ea97f487337d5dfdd77acae6741b8f24ff6ad48764687,6000,4950,0,0.48701802,0.09098278,0.99777778,0.16675952,0.09777778,0.00000000,0.00000000,0.73797646,0.74054891,-0.00257246
IndependentWeighted,11,without_timing,Synchrony,bba06bcaf278bb02559ea97f487337d5dfdd77acae6741b8f24ff6ad48764687,6000,4950,0,0.50116840,0.00000000,0.00000000,0.00000000,0.11111111,0.00000000,0.70710678,0.00429630,0.00419630,0.00010000
IndependentWeighted,11,without_timing,Funding,bba06bcaf278bb02559ea97f487337d5dfdd77acae6741b8f24ff6ad48764687,6000,4950,0,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,1.00000000
IndependentWeighted,11,without_timing,Route,bba06bcaf278bb02559ea97f487337d5dfdd77acae6741b8f24ff6ad48764687,6000,4950,0,0.50000000,0.09090909,1.00000000,0.16666667,0.08666667,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000
IndependentWeighted,11,without_timing,BalanceRank,bba06bcaf278bb02559ea97f487337d5dfdd77acae6741b8f24ff6ad48764687,6000,4950,0,0.90891556,0.19266055,0.93333333,0.31939163,0.63333333,0.00041905,0.09455928,0.86203792,0.45279621,0.40924172
IndependentWeighted,11,without_amount,composite,bba06bcaf278bb02559ea97f487337d5dfdd77acae6741b8f24ff6ad48764687,6000,4950,0,1.00000000,0.22421525,1.00000000,0.36630037,1.00000000,0.00000000,0.00000000,,,
IndependentWeighted,11,without_amount,Timing,bba06bcaf278bb02559ea97f487337d5dfdd77acae6741b8f24ff6ad48764687,6000,4950,0,0.49876049,0.09090909,1.00000000,0.16666667,0.09111111,0.00000000,0.00000000,0.80326593,0.80403741,-0.00077148
IndependentWeighted,11,without_amount,Amount,bba06bcaf278bb02559ea97f487337d5dfdd77acae6741b8f24ff6ad48764687,6000,4950,0,0.48917235,0.09090909,1.00000000,0.16666667,0.09777778,0.00000000,0.00000000,0.75526898,0.75609747,-0.00082848
IndependentWeighted,11,without_amount,Sequence,bba06bcaf278bb02559ea97f487337d5dfdd77acae6741b8f24ff6ad48764687,6000,4950,0,0.49756025,0.09090909,1.00000000,0.16666667,0.07333333,0.00000000,0.00000000,0.87960823,0.87938940,0.00021883
IndependentWeighted,11,without_amount,Destination,bba06bcaf278bb02559ea97f487337d5dfdd77acae6741b8f24ff6ad48764687,6000,4950,0,0.48701802,0.09098278,0.99777778,0.16675952,0.09777778,0.00000000,0.00000000,0.73797646,0.74054891,-0.00257246
IndependentWeighted,11,without_amount,Synchrony,bba06bcaf278bb02559ea97f487337d5dfdd77acae6741b8f24ff6ad48764687,6000,4950,0,0.50116840,0.00000000,0.00000000,0.00000000,0.11111111,0.00000000,0.70710678,0.00429630,0.00419630,0.00010000
IndependentWeighted,11,without_amount,Funding,bba06bcaf278bb02559ea97f487337d5dfdd77acae6741b8f24ff6ad48764687,6000,4950,0,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,1.00000000
IndependentWeighted,11,without_amount,Route,bba06bcaf278bb02559ea97f487337d5dfdd77acae6741b8f24ff6ad48764687,6000,4950,0,0.50000000,0.09090909,1.00000000,0.16666667,0.08666667,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000
IndependentWeighted,11,without_amount,BalanceRank,bba06bcaf278bb02559ea97f487337d5dfdd77acae6741b8f24ff6ad48764687,6000,4950,0,0.90891556,0.19266055,0.93333333,0.31939163,0.63333333,0.00041905,0.09455928,0.86203792,0.45279621,0.40924172
IndependentWeighted,11,without_sequence,composite,bba06bcaf278bb02559ea97f487337d5dfdd77acae6741b8f24ff6ad48764687,6000,4950,0,1.00000000,0.52023121,1.00000000,0.68441065,1.00000000,0.00000000,0.00000000,,,
IndependentWeighted,11,without_sequence,Timing,bba06bcaf278bb02559ea97f487337d5dfdd77acae6741b8f24ff6ad48764687,6000,4950,0,0.49876049,0.09090909,1.00000000,0.16666667,0.09111111,0.00000000,0.00000000,0.80326593,0.80403741,-0.00077148
IndependentWeighted,11,without_sequence,Amount,bba06bcaf278bb02559ea97f487337d5dfdd77acae6741b8f24ff6ad48764687,6000,4950,0,0.48917235,0.09090909,1.00000000,0.16666667,0.09777778,0.00000000,0.00000000,0.75526898,0.75609747,-0.00082848
IndependentWeighted,11,without_sequence,Sequence,bba06bcaf278bb02559ea97f487337d5dfdd77acae6741b8f24ff6ad48764687,6000,4950,0,0.49756025,0.09090909,1.00000000,0.16666667,0.07333333,0.00000000,0.00000000,0.87960823,0.87938940,0.00021883
IndependentWeighted,11,without_sequence,Destination,bba06bcaf278bb02559ea97f487337d5dfdd77acae6741b8f24ff6ad48764687,6000,4950,0,0.48701802,0.09098278,0.99777778,0.16675952,0.09777778,0.00000000,0.00000000,0.73797646,0.74054891,-0.00257246
IndependentWeighted,11,without_sequence,Synchrony,bba06bcaf278bb02559ea97f487337d5dfdd77acae6741b8f24ff6ad48764687,6000,4950,0,0.50116840,0.00000000,0.00000000,0.00000000,0.11111111,0.00000000,0.70710678,0.00429630,0.00419630,0.00010000
IndependentWeighted,11,without_sequence,Funding,bba06bcaf278bb02559ea97f487337d5dfdd77acae6741b8f24ff6ad48764687,6000,4950,0,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,1.00000000
IndependentWeighted,11,without_sequence,Route,bba06bcaf278bb02559ea97f487337d5dfdd77acae6741b8f24ff6ad48764687,6000,4950,0,0.50000000,0.09090909,1.00000000,0.16666667,0.08666667,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000
IndependentWeighted,11,without_sequence,BalanceRank,bba06bcaf278bb02559ea97f487337d5dfdd77acae6741b8f24ff6ad48764687,6000,4950,0,0.90891556,0.19266055,0.93333333,0.31939163,0.63333333,0.00041905,0.09455928,0.86203792,0.45279621,0.40924172
IndependentWeighted,11,without_synchrony,composite,bba06bcaf278bb02559ea97f487337d5dfdd77acae6741b8f24ff6ad48764687,6000,4950,0,1.00000000,0.09090909,1.00000000,0.16666667,1.00000000,0.00000000,0.00000000,,,
IndependentWeighted,11,without_synchrony,Timing,bba06bcaf278bb02559ea97f487337d5dfdd77acae6741b8f24ff6ad48764687,6000,4950,0,0.49876049,0.09090909,1.00000000,0.16666667,0.09111111,0.00000000,0.00000000,0.80326593,0.80403741,-0.00077148
IndependentWeighted,11,without_synchrony,Amount,bba06bcaf278bb02559ea97f487337d5dfdd77acae6741b8f24ff6ad48764687,6000,4950,0,0.48917235,0.09090909,1.00000000,0.16666667,0.09777778,0.00000000,0.00000000,0.75526898,0.75609747,-0.00082848
IndependentWeighted,11,without_synchrony,Sequence,bba06bcaf278bb02559ea97f487337d5dfdd77acae6741b8f24ff6ad48764687,6000,4950,0,0.49756025,0.09090909,1.00000000,0.16666667,0.07333333,0.00000000,0.00000000,0.87960823,0.87938940,0.00021883
IndependentWeighted,11,without_synchrony,Destination,bba06bcaf278bb02559ea97f487337d5dfdd77acae6741b8f24ff6ad48764687,6000,4950,0,0.48701802,0.09098278,0.99777778,0.16675952,0.09777778,0.00000000,0.00000000,0.73797646,0.74054891,-0.00257246
IndependentWeighted,11,without_synchrony,Synchrony,bba06bcaf278bb02559ea97f487337d5dfdd77acae6741b8f24ff6ad48764687,6000,4950,0,0.50116840,0.00000000,0.00000000,0.00000000,0.11111111,0.00000000,0.70710678,0.00429630,0.00419630,0.00010000
IndependentWeighted,11,without_synchrony,Funding,bba06bcaf278bb02559ea97f487337d5dfdd77acae6741b8f24ff6ad48764687,6000,4950,0,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,1.00000000
